candidate_id,m_cons,m_normal,m_disaster,Phi_case1,Phi_case2,Phi_case3,Phi_case4,Psi_case1,Psi_case2,Psi_case3,Funmet_case3,Funmet_case4,Funmet_case4_reduction_vs_case3_pct,Funmet_case3_over_Psi_case3,Phi_case3_reduction_pct,Phi_case2_over_case1,Phi_det_gap_pct,sites_case1,sites_case2,sites_case3,sites_case4,slow_case1,slow_case4,fast_case1,fast_case4,total_chargers_case1,total_chargers_case4,critical_direct_case1,critical_direct_case2,critical_direct_case3,critical_direct_case4,site_shift_case1_vs_case2,science_pass,topology_pass,deterministic_topology_pass,paper_ready_topology_pass,pass_phi_order,pass_case3_endpoint_strength,pass_case2_disaster_fragility,pass_psi1_close_to_psi2,pass_case3_normal_sacrifice,pass_case4_normal_service_better_than_case3,pass_deterministic_worse,pass_case1_unmet_controlled,pass_certification,pass_case1_sites_8_to_12,pass_case1_sites_target_9_to_11,pass_case1_critical_coverage_at_least_5,pass_case1_topology_shift_vs_normal,pass_case3_more_disaster_oriented,pass_case1_charger_mix_non_extreme,pass_case1_sites_exceed_det,pass_case1_slow_ge_det,pass_case1_fast_ge_det,pass_case1_total_chargers_gt_det,pass_case1_phi_lt_det,pass_case1_phi_reduction_target_5pct,story_score,passes_all,failure_reasons,rubric_verdict
mult_cons0p016_normal1_disaster1p4,0.016,1.0,1.4,5223.699133452031,16844.35676596497,4557.0243045155075,7032.119978315756,62324.27718180287,62280.30654956728,201416.29498038345,137689.8279345,0.0,100.0,0.6836081854643887,12.762504346148237,3.2246031663836545,25.71658120794542,12,5,11,11,172,171,15,15,187,186,7,1,8,2,9,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,436.9267045523956,True,case1_sites_target_9_to_11,PASS_PAPER_STORY
