candidate_id,case,benchmark_role,Phi_worst,pi_f_Phi_worst,Phi_reduction_pct_vs_this_comparator,F_cons,Psi_nor,J_common,active_outage_lines,plan_path,source_plan_path
mult_cons0p016_normal1_disaster1p4,proposed,proposed,5223.699133452031,1567.109740035609,,128069.89313764666,62324.27718180287,173263.99690494427,line_12_13;line_14_15,results/paper_final/plans/default_scale_v2_proposed_plan.csv,results/default_case_case4_unmet_retune_selected_v2/runs/default_multiplier_mult_cons0p016_normal1_disaster1p4_proposed/plans/default_multiplier_mult_cons0p016_normal1_disaster1p4_proposed_plan.csv
mult_cons0p016_normal1_disaster1p4,deterministic_k2,fair deterministic mean-value with K_train=2,7032.119978315756,2109.635993494727,25.71658120794542,119528.17262134505,62246.370726740795,165210.26812355834,line_06_26;line_27_28,results/paper_final/plans/default_scale_v2_deterministic_k2_plan.csv,results/default_case_case4_unmet_retune_v7/runs/default_multiplier_mult_cons0p016_normal1_disaster1p4_deterministic_k2/plans/default_multiplier_mult_cons0p016_normal1_disaster1p4_deterministic_k2_plan.csv
