candidate_id,m_cons,m_normal,m_disaster,case,run_id,training_mode,training_solver,training_validation_level,training_stop_reason,training_solver_status,training_iterations,training_cuts,training_final_violation,normal_scenario_count,disaster_scenario_count,K,disaster_evaluator,F_cons,F_trans,F_unmet,F_sub,Psi_nor,Phi_dis,pi_f,J_common,active_outage_lines,fixed_plan_dro_iterations,fixed_plan_dro_cuts,fixed_plan_dro_final_violation,fixed_plan_dro_max_iterations,fixed_plan_dro_top_cuts,sites,slow_chargers,fast_chargers,total_chargers,critical_bus_coverage,open_buses,plan_path
mult_cons0p0152_normal1_disaster1p4,0.0152,1.0,1.4,proposed,default_multiplier_mult_cons0p0152_normal1_disaster1p4_proposed,integrated_mainline,benders,epsilon_certified,certified_epsilon,OPTIMAL,12,184,1.001317286863923e-06,10,10,2,milp_worst_distribution,157353.74057572355,43389.32425184147,0.0,51193.1822805606,94582.50653240207,3299.3767426868494,0.3,224551.30817121104,line_07_08;line_08_09,6,93,1.5561527106910944e-06,100,20,13,218,29,247,3/11,3;4;6;7;10;14;16;19;22;25;29;30;32,results/ev_sensitivity_current_default_ev2p0/runs/default_multiplier_mult_cons0p0152_normal1_disaster1p4_proposed/plans/default_multiplier_mult_cons0p0152_normal1_disaster1p4_proposed_plan.csv
