phase,run_id,validation_level,stop_reason,solver_status,ev_penetration_scale,nbar_sl,nbar_fa,cfix,ccons_sl,ccons_fa,ctrans_scalar,opened_bus_count,total_slow_chargers,total_fast_chargers,fast_station_count,capped_slow_station_count,exact_bus_overlap_count,missing_target_bus_count,extra_bus_count,missing_target_buses,extra_buses,score,construction_cost,weighted_normal_term,opened_bus_list,plan_path,log_path
phase1,phase1_scale0p46_nsl20_fa12000,exact,direct_optimal,OPTIMAL,0.46,20,10,614400.0,2700.35,12000.0,0.032625,9,167,11,2,7,4,3,5,"10,22,33","4,9,18,19,27",333.0,338729.3512936504,12546538.1352439,3:20/0; 4:20/0; 5:8/0; 9:20/0; 18:20/0; 19:20/8; 27:20/0; 28:20/3; 32:19/0,results/paper_like_calibration_search_smoke/plans/phase1_scale0p46_nsl20_fa12000_plan.csv,results/paper_like_calibration_search_smoke/logs/phase1_scale0p46_nsl20_fa12000_run.json
phase1,phase1_scale0p46_nsl25_fa12000,exact,direct_optimal,OPTIMAL,0.46,25,10,614400.0,2700.35,12000.0,0.032625,7,167,11,2,5,2,5,5,"5,10,22,32,33","9,18,19,26,27",309.0,270635.0123561409,12544297.22287779,3:25/0; 9:25/0; 18:22/0; 19:25/8; 26:20/0; 27:25/0; 28:25/3,results/paper_like_calibration_search_smoke/plans/phase1_scale0p46_nsl25_fa12000_plan.csv,results/paper_like_calibration_search_smoke/logs/phase1_scale0p46_nsl25_fa12000_run.json
phase1,phase1_scale0p5_nsl20_fa12000,exact,direct_optimal,OPTIMAL,0.5,20,10,614400.0,2700.35,12000.0,0.032625,9,180,12,3,9,4,3,5,"10,22,33","4,9,18,19,27",347.0,341339.6647646781,12996553.666001024,3:20/0; 4:20/0; 5:20/0; 9:20/1; 18:20/0; 19:20/8; 27:20/0; 28:20/3; 32:20/0,results/paper_like_calibration_search_smoke/plans/phase1_scale0p5_nsl20_fa12000_plan.csv,results/paper_like_calibration_search_smoke/logs/phase1_scale0p5_nsl20_fa12000_run.json
phase1,phase1_scale0p5_nsl25_fa12000,exact,direct_optimal,OPTIMAL,0.5,25,10,614400.0,2700.35,12000.0,0.032625,8,181,12,3,6,3,4,5,"5,10,22,33","4,9,18,19,27",332.0,307442.13604148803,12990154.632961025,3:25/0; 4:17/0; 9:25/1; 18:25/0; 19:25/8; 27:25/0; 28:25/3; 32:14/0,results/paper_like_calibration_search_smoke/plans/phase1_scale0p5_nsl25_fa12000_plan.csv,results/paper_like_calibration_search_smoke/logs/phase1_scale0p5_nsl25_fa12000_run.json
phase2,phase2_scale0p46_nsl25_fa6000,exact,direct_optimal,OPTIMAL,0.46,25,10,614400.0,2700.35,6000.0,0.032625,7,167,11,3,5,2,5,5,"5,10,22,32,33","4,9,18,19,27",309.0,266977.60157336446,12544175.576112308,3:25/1; 4:20/0; 9:25/0; 18:22/0; 19:25/7; 27:25/0; 28:25/3,results/paper_like_calibration_search_smoke/plans/phase2_scale0p46_nsl25_fa6000_plan.csv,results/paper_like_calibration_search_smoke/logs/phase2_scale0p46_nsl25_fa6000_run.json
phase2,phase2_scale0p46_nsl25_fa12000,exact,direct_optimal,OPTIMAL,0.46,25,10,614400.0,2700.35,12000.0,0.032625,7,167,11,2,5,2,5,5,"5,10,22,32,33","9,18,19,26,27",309.0,270635.0123561409,12544297.22287779,3:25/0; 9:25/0; 18:22/0; 19:25/8; 26:20/0; 27:25/0; 28:25/3,results/paper_like_calibration_search_smoke/plans/phase2_scale0p46_nsl25_fa12000_plan.csv,results/paper_like_calibration_search_smoke/logs/phase2_scale0p46_nsl25_fa12000_run.json
phase2,phase2_scale0p5_nsl25_fa6000,exact,direct_optimal,OPTIMAL,0.5,25,10,614400.0,2700.35,6000.0,0.032625,8,181,12,3,6,2,5,6,"5,10,22,32,33","4,9,18,19,20,27",372.0,303452.23336936836,12990177.184955219,3:25/0; 4:17/0; 9:25/1; 18:25/0; 19:25/8; 20:14/0; 27:25/0; 28:25/3,results/paper_like_calibration_search_smoke/plans/phase2_scale0p5_nsl25_fa6000_plan.csv,results/paper_like_calibration_search_smoke/logs/phase2_scale0p5_nsl25_fa6000_run.json
phase2,phase2_scale0p5_nsl25_fa12000,exact,direct_optimal,OPTIMAL,0.5,25,10,614400.0,2700.35,12000.0,0.032625,8,181,12,3,6,3,4,5,"5,10,22,33","4,9,18,19,27",332.0,307442.13604148803,12990154.632961025,3:25/0; 4:17/0; 9:25/1; 18:25/0; 19:25/8; 27:25/0; 28:25/3; 32:14/0,results/paper_like_calibration_search_smoke/plans/phase2_scale0p5_nsl25_fa12000_plan.csv,results/paper_like_calibration_search_smoke/logs/phase2_scale0p5_nsl25_fa12000_run.json
