candidate_id,m_cons,m_normal,m_disaster,case,run_id,training_mode,training_solver,training_validation_level,training_stop_reason,training_solver_status,training_iterations,training_cuts,training_final_violation,normal_scenario_count,disaster_scenario_count,K,disaster_evaluator,F_cons,F_trans,F_unmet,F_sub,Psi_nor,Phi_dis,pi_f,J_common,active_outage_lines,fixed_plan_dro_iterations,fixed_plan_dro_cuts,fixed_plan_dro_final_violation,fixed_plan_dro_max_iterations,fixed_plan_dro_top_cuts,sites,slow_chargers,fast_chargers,total_chargers,critical_bus_coverage,open_buses,plan_path
mult_cons0p0152_normal1_disaster1p4,0.0152,1.0,1.4,proposed,default_multiplier_mult_cons0p0152_normal1_disaster1p4_proposed,integrated_mainline,benders,epsilon_certified,certified_epsilon,OPTIMAL,11,161,86.19107800000711,10,10,2,milp_worst_distribution,122629.46190323101,32329.97260308313,0.0,46001.483525314354,78331.45612839749,3881.197913414164,0.3,178625.84056713348,line_07_08;line_30_31,6,100,86.19107800000711,100,20,10,235,22,257,5/11,3;6;8;14;17;19;20;27;30;32,results/ev_sensitivity_current_default_ev1p5/runs/default_multiplier_mult_cons0p0152_normal1_disaster1p4_proposed/plans/default_multiplier_mult_cons0p0152_normal1_disaster1p4_proposed_plan.csv
