path,status,loaded_cut_count,duplicate_cut_count,reason
results/default_case_targeted_transition_v8_focus_cert/runs/default_multiplier_mult_cons0p0152_normal1_disaster1p4_proposed/logs/default_multiplier_mult_cons0p0152_normal1_disaster1p4_proposed_cut_pool.json,accepted,227,1,
