run_id,family_name,case_name,parameter_regime,validation_level,stop_reason,solver_status,total_objective,construction_cost,weighted_normal_term,unweighted_normal_term,disaster_master_term,alpha,lambda_times_FP,iteration_count,cut_count,final_violation_upper_bound,opened_bus_count,total_slow_chargers,total_fast_chargers
integrated_mainline_certified_small,certified_small_family,integrated_mainline_certified_small,base,epsilon_certified,certified_epsilon,OPTIMAL,25009375.227441963,4421143.360491286,20588064.249518357,22875626.943909284,167.61743231180833,0.0,1676.174323118083,4,4,6167.220000000321,18,360,26
normal_only_certified_small,certified_small_family,normal_only_certified_small,normal_only,exact,direct_optimal,OPTIMAL,27296770.304400675,4421143.360491286,22875626.94390937,22875626.94390937,0.0,0.0,0.0,0,1,0.0,18,360,26
deterministic_mean_value_certified_small,certified_small_family,deterministic_mean_value_certified_small,deterministic_mean_value,epsilon_certified,certified_epsilon,OPTIMAL,25009375.227441963,4421143.360491286,20588064.249518357,22875626.943909284,167.61743231180833,0.0,1676.174323118083,4,4,6167.220000000321,18,360,26
