path,status,loaded_cut_count,duplicate_cut_count,reason
results/default_case_targeted_transition_v8_focus_cert/runs/default_multiplier_mult_cons0p0152_normal1_disaster1p4_deterministic_k2/logs/default_multiplier_mult_cons0p0152_normal1_disaster1p4_deterministic_k2_cut_pool.json,accepted,256,47,
