path,status,loaded_cut_count,duplicate_cut_count,reason
results/default_case_case4_unmet_retune_selected_v2_diag_case3_cont2/runs/default_multiplier_mult_cons0p016_normal1_disaster1p4_disaster/logs/default_multiplier_mult_cons0p016_normal1_disaster1p4_disaster_cut_pool.json,accepted,290,0,
