candidate_id,m_cons,m_normal,m_disaster,Phi_case1,Phi_case2,Phi_case3,Phi_case4,Psi_case1,Psi_case2,Psi_case3,Funmet_case3,Funmet_case4,Funmet_case4_reduction_vs_case3_pct,Funmet_case3_over_Psi_case3,Phi_case3_reduction_pct,Phi_case2_over_case1,Phi_det_gap_pct,sites_case1,sites_case2,sites_case3,sites_case4,slow_case1,slow_case4,fast_case1,fast_case4,total_chargers_case1,total_chargers_case4,critical_direct_case1,critical_direct_case2,critical_direct_case3,critical_direct_case4,site_shift_case1_vs_case2,science_pass,topology_pass,deterministic_topology_pass,paper_ready_topology_pass,pass_phi_order,pass_case3_endpoint_strength,pass_case2_disaster_fragility,pass_psi1_close_to_psi2,pass_case3_normal_sacrifice,pass_case4_normal_service_better_than_case3,pass_deterministic_worse,pass_case1_unmet_controlled,pass_certification,pass_case1_sites_8_to_12,pass_case1_sites_target_9_to_11,pass_case1_critical_coverage_at_least_5,pass_case1_topology_shift_vs_normal,pass_case3_more_disaster_oriented,pass_case1_charger_mix_non_extreme,pass_case1_sites_exceed_det,pass_case1_slow_ge_det,pass_case1_fast_ge_det,pass_case1_total_chargers_gt_det,pass_case1_phi_lt_det,pass_case1_phi_reduction_target_5pct,story_score,passes_all,failure_reasons
mult_cons0p0152_normal1_disaster1p4,0.0152,1.0,1.4,5223.699133452031,16774.957910626654,4358.415018442496,6545.72094927071,62324.27718180287,62280.69614224391,129952.07287284674,66167.2352955,66167.2352955,0.0,0.5091664475428735,16.5645856107666,3.211317781148909,20.196733500623363,12,5,13,10,172,101,15,12,187,113,7,1,9,5,9,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,326.42922579828337,False,case4_normal_service_better_than_case3;case1_sites_target_9_to_11
